,ano,ocupacao,Estado,Valor,ativo_problematico_deflacionado,ativo_problematico/pop
6211,2017,Autônomo,RONDÔNIA,1581196.0,99501055.42655653,62.927717643199536
6212,2017,Empregado de empresa privada,RONDÔNIA,1581196.0,87115756.78143509,55.09485021555524
6213,2017,Empregado de entidades sem fins lucrativos,RONDÔNIA,1581196.0,584790.5175569446,0.36984062542337864
6214,2017,Empresário,RONDÔNIA,1581196.0,128254293.01490447,81.1122043155336
6215,2017,MEI,RONDÔNIA,1581196.0,8510929.22952428,5.382589653353715
6216,2017,Outros,RONDÔNIA,1581196.0,250889112.07806095,158.67046974445987
6217,2017,Servidor ou empregado público,RONDÔNIA,1581196.0,216786546.41797182,137.10289326432132
6238,2018,Aposentado/pensionista,RONDÔNIA,1581196.0,64469459.522838205,40.77259209031531
6239,2018,Autônomo,RONDÔNIA,1581196.0,112064563.29475081,70.8732904047005
6240,2018,Empregado de empresa privada,RONDÔNIA,1581196.0,86757707.03069045,54.86840785752712
6241,2018,Empregado de entidades sem fins lucrativos,RONDÔNIA,1581196.0,303667.8415637471,0.19204946228282077
6242,2018,Empresário,RONDÔNIA,1581196.0,108206679.97163881,68.433438973814
6243,2018,MEI,RONDÔNIA,1581196.0,9402784.245714355,5.946627897942036
6244,2018,Outros,RONDÔNIA,1581196.0,286070636.3336611,180.92041488446787
6245,2018,Servidor ou empregado público,RONDÔNIA,1581196.0,207159301.16734546,131.01430889487796
6266,2019,Aposentado/pensionista,RONDÔNIA,1581196.0,62684995.30536258,39.644038629848914
6267,2019,Autônomo,RONDÔNIA,1581196.0,130861245.71290745,82.76092635758467
6268,2019,Empregado de empresa privada,RONDÔNIA,1581196.0,108245390.65087387,68.4579208718425
6269,2019,Empregado de entidades sem fins lucrativos,RONDÔNIA,1581196.0,1168019.110133435,0.7386934384690039
6270,2019,Empresário,RONDÔNIA,1581196.0,132662157.93289626,83.89988207211266
6271,2019,MEI,RONDÔNIA,1581196.0,13266268.08625731,8.390021278992174
6272,2019,Outros,RONDÔNIA,1581196.0,373762403.9892429,236.37955319216778
6273,2019,Servidor ou empregado público,RONDÔNIA,1581196.0,250150807.4645165,158.20354179021228
6294,2020,Aposentado/pensionista,RONDÔNIA,1581196.0,76974335.061066,48.681083851126616
6295,2020,Autônomo,RONDÔNIA,1581196.0,137776426.09696788,87.13431231609988
6296,2020,Empregado de empresa privada,RONDÔNIA,1581196.0,126018211.48641393,79.69803331554971
6297,2020,Empregado de entidades sem fins lucrativos,RONDÔNIA,1581196.0,968935.3874728067,0.6127863892096911
6298,2020,Empresário,RONDÔNIA,1581196.0,150423009.31986493,95.13242464556255
6299,2020,MEI,RONDÔNIA,1581196.0,17887949.18415789,11.312923372028445
6300,2020,Outros,RONDÔNIA,1581196.0,385714637.07625747,243.93853581482463
6301,2020,Servidor ou empregado público,RONDÔNIA,1581196.0,258189745.98963216,163.28762910457158
6322,2021,Aposentado/pensionista,RONDÔNIA,1581196.0,81431774.08707504,51.50011389294878
6323,2021,Autônomo,RONDÔNIA,1581196.0,129582978.13741039,81.95250818836526
6324,2021,Empregado de empresa privada,RONDÔNIA,1581196.0,147407530.94532004,93.2253376212184
6325,2021,Empregado de entidades sem fins lucrativos,RONDÔNIA,1581196.0,767803.6090781373,0.4855840826046469
6326,2021,Empresário,RONDÔNIA,1581196.0,134894933.51258582,85.31196228208636
6327,2021,MEI,RONDÔNIA,1581196.0,18966001.405426186,11.994718811220231
6328,2021,Outros,RONDÔNIA,1581196.0,451446847.740744,285.50973297475076
6329,2021,Servidor ou empregado público,RONDÔNIA,1581196.0,277230551.55425656,175.3296565095387
6350,2022,Aposentado/pensionista,RONDÔNIA,1581196.0,87511653.75604133,55.34522839422901
6351,2022,Autônomo,RONDÔNIA,1581196.0,177507008.32070643,112.26123030965574
6352,2022,Empregado de empresa privada,RONDÔNIA,1581196.0,209139130.7781444,132.26641781167191
6353,2022,Empregado de entidades sem fins lucrativos,RONDÔNIA,1581196.0,1777764.1960557282,1.1243161480649637
6354,2022,Empresário,RONDÔNIA,1581196.0,197053951.70162234,124.62335580258383
6355,2022,MEI,RONDÔNIA,1581196.0,28451432.07494154,17.993615007210707
6356,2022,Outros,RONDÔNIA,1581196.0,631328170.0238945,399.2725569909705
6357,2022,Servidor ou empregado público,RONDÔNIA,1581196.0,340037380.6789616,215.0507468264286
6378,2012,Aposentado/pensionista,RORAIMA,636707.0,8941113.062023485,14.042743462885573
6379,2012,Autônomo,RORAIMA,636707.0,19003289.445232287,29.846207824371785
6380,2012,Empregado de empresa privada,RORAIMA,636707.0,10485054.900388516,16.46762938115729
6381,2012,Empregado de entidades sem fins lucrativos,RORAIMA,636707.0,739823.200109762,1.1619523581643707
6382,2012,Empresário,RORAIMA,636707.0,31877524.907690473,50.06623911420869
6383,2012,Outros,RORAIMA,636707.0,159527294.48092967,250.55055854722764
6384,2012,Servidor ou empregado público,RORAIMA,636707.0,139762782.14862275,219.50878842014106
6403,2013,Aposentado/pensionista,RORAIMA,636707.0,8430740.282516865,13.241161605757224
6404,2013,Autônomo,RORAIMA,636707.0,22269308.522769857,34.97575576013748
6405,2013,Empregado de empresa privada,RORAIMA,636707.0,10990000.701057445,17.260687727726324
6406,2013,Empregado de entidades sem fins lucrativos,RORAIMA,636707.0,194891.84349377925,0.3060934519233796
6407,2013,Empresário,RORAIMA,636707.0,42538895.78591063,66.81078704319354
6408,2013,Outros,RORAIMA,636707.0,160311315.43750703,251.78192706772037
6409,2013,Servidor ou empregado público,RORAIMA,636707.0,145395991.4416322,228.35620064116182
6428,2014,Aposentado/pensionista,RORAIMA,636707.0,6073402.507275691,9.53877137722012
6429,2014,Autônomo,RORAIMA,636707.0,17599942.42937786,27.64213748141274
6430,2014,Empregado de empresa privada,RORAIMA,636707.0,9117545.878717799,14.31984551562618
6431,2014,Empregado de entidades sem fins lucrativos,RORAIMA,636707.0,448046.6016024312,0.7036935381618723
6432,2014,Empresário,RORAIMA,636707.0,28387923.205918297,44.58553652766233
6433,2014,Outros,RORAIMA,636707.0,157031951.31507644,246.63141965625704
6434,2014,Servidor ou empregado público,RORAIMA,636707.0,121439362.98285306,190.7303720280334
6453,2015,Aposentado/pensionista,RORAIMA,636707.0,6168332.31228163,9.687866337705774
6454,2015,Autônomo,RORAIMA,636707.0,32635786.63649488,51.25715067761919
6455,2015,Empregado de empresa privada,RORAIMA,636707.0,10084183.621970758,15.838028515425082
6456,2015,Empregado de entidades sem fins lucrativos,RORAIMA,636707.0,438843.9579687231,0.6892400397179913
6457,2015,Empresário,RORAIMA,636707.0,30668838.045418464,48.16789833537006
6458,2015,Outros,RORAIMA,636707.0,190308533.8775068,298.8949923237954
6459,2015,Servidor ou empregado público,RORAIMA,636707.0,125611579.74579175,197.28317694919602
6478,2016,Aposentado/pensionista,RORAIMA,636707.0,13011767.855316268,20.436037070923152
6479,2016,Autônomo,RORAIMA,636707.0,23590406.40605646,37.050647167467076
6480,2016,Empregado de empresa privada,RORAIMA,636707.0,11017170.719632776,17.303360446222165
6481,2016,Empregado de entidades sem fins lucrativos,RORAIMA,636707.0,137116.91712343402,0.21535324273713657
6482,2016,Empresário,RORAIMA,636707.0,19138895.018733256,30.059187379333437
6483,2016,MEI,RORAIMA,636707.0,584588.467506727,0.9181436163050304
6484,2016,Outros,RORAIMA,636707.0,146071811.69322318,229.41763117607184
6485,2016,Servidor ou empregado público,RORAIMA,636707.0,124457274.36574712,195.47024670020454
6505,2017,Aposentado/pensionista,RORAIMA,636707.0,19827856.80621754,31.141257762546257
6506,2017,Autônomo,RORAIMA,636707.0,22872054.543630883,35.92241728712089
6507,2017,Empregado de empresa privada,RORAIMA,636707.0,15609321.800098376,24.51570628263609
6508,2017,Empregado de entidades sem fins lucrativos,RORAIMA,636707.0,823059.0043457504,1.2926809416980658
6509,2017,Empresário,RORAIMA,636707.0,25066633.87726572,39.36918217840501
6510,2017,MEI,RORAIMA,636707.0,2366924.6876309444,3.7174472522383835
6511,2017,Outros,RORAIMA,636707.0,70192044.37178837,110.24230041728514
6512,2017,Servidor ou empregado público,RORAIMA,636707.0,151575409.98643225,238.06147880647183
6531,2018,Aposentado/pensionista,RORAIMA,636707.0,27836165.619284425,43.71895647336125
6532,2018,Autônomo,RORAIMA,636707.0,28559686.847534936,44.85530526212989
6533,2018,Empregado de empresa privada,RORAIMA,636707.0,18749127.76758961,29.447026289312998
6534,2018,Empregado de entidades sem fins lucrativos,RORAIMA,636707.0,820017.2812088577,1.287903668734375
6535,2018,Empresário,RORAIMA,636707.0,24585118.91790837,38.61292386907694
6536,2018,MEI,RORAIMA,636707.0,3521086.6094039613,5.53015218837544
6537,2018,Outros,RORAIMA,636707.0,83850069.82044362,131.69333746989372
6538,2018,Servidor ou empregado público,RORAIMA,636707.0,317069991.687338,497.9841460630054
6557,2019,Aposentado/pensionista,RORAIMA,636707.0,23883011.28921055,37.51020687570664
6558,2019,Autônomo,RORAIMA,636707.0,24422254.82601071,38.35713259946995
6559,2019,Empregado de empresa privada,RORAIMA,636707.0,22426637.567842573,35.222853789643544
6560,2019,Empregado de entidades sem fins lucrativos,RORAIMA,636707.0,688455.1146834007,1.0812746124723
6561,2019,Empresário,RORAIMA,636707.0,29290581.548654966,46.0032346882553
6562,2019,MEI,RORAIMA,636707.0,3940485.5233036443,6.188852208792497
6563,2019,Outros,RORAIMA,636707.0,95559003.05177423,150.08316706393086
6564,2019,Servidor ou empregado público,RORAIMA,636707.0,250164507.31070897,392.9036547591105
6585,2020,Aposentado/pensionista,RORAIMA,636707.0,29490554.075182486,46.31730776508266
6586,2020,Autônomo,RORAIMA,636707.0,24283045.040053327,38.138492336433124
6587,2020,Empregado de empresa privada,RORAIMA,636707.0,26342753.57075062,41.37343168953792
6588,2020,Empregado de entidades sem fins lucrativos,RORAIMA,636707.0,704879.8020619143,1.1070709165470372
6589,2020,Empresário,RORAIMA,636707.0,31579099.208488643,49.597537342119125
6590,2020,MEI,RORAIMA,636707.0,4530077.6588706365,7.114854491737387
6591,2020,Outros,RORAIMA,636707.0,96158966.5495035,151.02545841258774
6592,2020,Servidor ou empregado público,RORAIMA,636707.0,216968570.91529715,340.7667434397567
6613,2021,Aposentado/pensionista,RORAIMA,636707.0,29618876.303407982,46.51884823538611
6614,2021,Autônomo,RORAIMA,636707.0,18947757.795426562,29.75899086302893
6615,2021,Empregado de empresa privada,RORAIMA,636707.0,29675136.183812827,46.60720894196675
6616,2021,Empregado de entidades sem fins lucrativos,RORAIMA,636707.0,429089.10362778045,0.673919249557144
6617,2021,Empresário,RORAIMA,636707.0,27439544.55766796,43.09603091793864
6618,2021,MEI,RORAIMA,636707.0,4450577.641879225,6.989993265158425
6619,2021,Outros,RORAIMA,636707.0,127325010.64632764,199.97425919037744
6620,2021,Servidor ou empregado público,RORAIMA,636707.0,176552200.92409265,277.2895553592039
6641,2022,Aposentado/pensionista,RORAIMA,636707.0,29953959.61263462,47.045123758078084
6642,2022,Autônomo,RORAIMA,636707.0,21921311.889739398,34.429198814744296
6643,2022,Empregado de empresa privada,RORAIMA,636707.0,43971779.581557974,69.0612472951577
6644,2022,Empregado de entidades sem fins lucrativos,RORAIMA,636707.0,986027.5266955445,1.5486362278026542
6645,2022,Empresário,RORAIMA,636707.0,32299351.098560955,50.72875137003513
6646,2022,MEI,RORAIMA,636707.0,7893566.941250727,12.397487292036567
6647,2022,Outros,RORAIMA,636707.0,197218215.41802177,309.7472077706414
6648,2022,Servidor ou empregado público,RORAIMA,636707.0,178944632.27150518,281.0470628900031
6669,2012,Aposentado/pensionista,RIO GRANDE DO SUL,10882965.0,547444074.2373027,50.30284249166497
6670,2012,Autônomo,RIO GRANDE DO SUL,10882965.0,1221050951.8838627,112.19837166469456
6671,2012,Empregado de empresa privada,RIO GRANDE DO SUL,10882965.0,1188972665.154828,109.25080298933499
6672,2012,Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,10882965.0,12114246.34494769,1.1131384089673806
6673,2012,Empresário,RIO GRANDE DO SUL,10882965.0,2087095631.7258506,191.77638003300117
6674,2012,MEI,RIO GRANDE DO SUL,10882965.0,0.0,0.0
6675,2012,Outros,RIO GRANDE DO SUL,10882965.0,5187854017.606753,476.69490966907944
6676,2012,Servidor ou empregado público,RIO GRANDE DO SUL,10882965.0,1061230298.9171079,97.51297545449314
6697,2013,Aposentado/pensionista,RIO GRANDE DO SUL,10882965.0,478406374.20723474,43.95919441137914
6698,2013,Autônomo,RIO GRANDE DO SUL,10882965.0,1167367737.4027612,107.26559695843561
6699,2013,Empregado de empresa privada,RIO GRANDE DO SUL,10882965.0,1190070986.451697,109.35172413507689
6700,2013,Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,10882965.0,10840671.268288087,0.9961137675521411
6701,2013,Empresário,RIO GRANDE DO SUL,10882965.0,1921809617.8377056,176.58878971288667
6702,2013,MEI,RIO GRANDE DO SUL,10882965.0,0.0,0.0
6703,2013,Outros,RIO GRANDE DO SUL,10882965.0,5491333642.280484,504.58065814605527
6704,2013,Servidor ou empregado público,RIO GRANDE DO SUL,10882965.0,904058003.2719373,83.07092812224768
6725,2014,Aposentado/pensionista,RIO GRANDE DO SUL,10882965.0,407239510.46425134,37.41990445289968
6726,2014,Autônomo,RIO GRANDE DO SUL,10882965.0,1094150971.9383996,100.53794824649344
6727,2014,Empregado de empresa privada,RIO GRANDE DO SUL,10882965.0,1176931157.288162,108.14434828083725
6728,2014,Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,10882965.0,8601066.147451952,0.7903237902034925
6729,2014,Empresário,RIO GRANDE DO SUL,10882965.0,1933984058.1728454,177.70745915041033
6730,2014,MEI,RIO GRANDE DO SUL,10882965.0,0.0,0.0
6731,2014,Outros,RIO GRANDE DO SUL,10882965.0,5774740905.474678,530.6220230860504
6732,2014,Servidor ou empregado público,RIO GRANDE DO SUL,10882965.0,860356039.7529343,79.05529786716528
6753,2015,Aposentado/pensionista,RIO GRANDE DO SUL,10882965.0,412492358.57787925,37.902571457123976
6754,2015,Autônomo,RIO GRANDE DO SUL,10882965.0,1222261271.5674937,112.30958397527638
6755,2015,Empregado de empresa privada,RIO GRANDE DO SUL,10882965.0,1177348288.2131698,108.18267707496715
6756,2015,Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,10882965.0,6802425.946230044,0.6250526346662002
6757,2015,Empresário,RIO GRANDE DO SUL,10882965.0,2179064672.7324734,200.2271139099017
6758,2015,MEI,RIO GRANDE DO SUL,10882965.0,0.0,0.0
6759,2015,Outros,RIO GRANDE DO SUL,10882965.0,6127390062.8150215,563.0257988346946
6760,2015,Servidor ou empregado público,RIO GRANDE DO SUL,10882965.0,876276315.0085461,80.51815980374339
6782,2016,Aposentado/pensionista,RIO GRANDE DO SUL,10882965.0,559881817.9854987,51.44570601720199
6783,2016,Autônomo,RIO GRANDE DO SUL,10882965.0,947178055.7356627,87.03308847686846
6784,2016,Empregado de empresa privada,RIO GRANDE DO SUL,10882965.0,1053357120.3907592,96.78953487314892
6785,2016,Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,10882965.0,3339759.518365698,0.30687956070479855
6786,2016,Empresário,RIO GRANDE DO SUL,10882965.0,1800645921.166632,165.4554545720428
6787,2016,MEI,RIO GRANDE DO SUL,10882965.0,37526790.3815041,3.44821382605789
6788,2016,Outros,RIO GRANDE DO SUL,10882965.0,6149858157.757319,565.0903184708689
6789,2016,Servidor ou empregado público,RIO GRANDE DO SUL,10882965.0,796987749.5211452,73.23259327960213
6810,2017,Aposentado/pensionista,RIO GRANDE DO SUL,10882965.0,767977849.0450014,70.56696856463302
6811,2017,Autônomo,RIO GRANDE DO SUL,10882965.0,1407073849.381733,129.29140628328153
6812,2017,Empregado de empresa privada,RIO GRANDE DO SUL,10882965.0,1517603879.0498233,139.4476486003422
6813,2017,Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,10882965.0,10003390.391484516,0.9191787708114945
6814,2017,Empresário,RIO GRANDE DO SUL,10882965.0,2202256934.801262,202.35817489087412
6815,2017,MEI,RIO GRANDE DO SUL,10882965.0,73649818.19489786,6.767440508620386
6816,2017,Outros,RIO GRANDE DO SUL,10882965.0,3329959563.595549,305.979074966753
6817,2017,Servidor ou empregado público,RIO GRANDE DO SUL,10882965.0,854354263.9350574,78.50381434977118
6838,2018,Aposentado/pensionista,RIO GRANDE DO SUL,10882965.0,962303550.977514,88.42292068177322
6839,2018,Autônomo,RIO GRANDE DO SUL,10882965.0,1408068370.4929042,129.38278957002106
6840,2018,Empregado de empresa privada,RIO GRANDE DO SUL,10882965.0,1521714930.9958565,139.82539969538232
6841,2018,Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,10882965.0,8784777.321380384,0.8072044081167572
6842,2018,Empresário,RIO GRANDE DO SUL,10882965.0,2202233585.2141805,202.35602937381316
6843,2018,MEI,RIO GRANDE DO SUL,10882965.0,101589213.19847666,9.334699982815037
6844,2018,Outros,RIO GRANDE DO SUL,10882965.0,3415003372.485541,313.7934719523164
6845,2018,Servidor ou empregado público,RIO GRANDE DO SUL,10882965.0,850534949.6156017,78.1528700694711
6866,2019,Aposentado/pensionista,RIO GRANDE DO SUL,10882965.0,1039103859.5122347,95.47984942634977
6867,2019,Autônomo,RIO GRANDE DO SUL,10882965.0,1392932964.4825082,127.99204669706354
6868,2019,Empregado de empresa privada,RIO GRANDE DO SUL,10882965.0,1804683567.8879478,165.82646070146765
6869,2019,Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,10882965.0,8324763.829286576,0.7649352753855752
6870,2019,Empresário,RIO GRANDE DO SUL,10882965.0,2300428282.910227,211.37881844793463
6871,2019,MEI,RIO GRANDE DO SUL,10882965.0,131606326.39819507,12.092874175208234
6872,2019,Outros,RIO GRANDE DO SUL,10882965.0,3808894858.7247934,349.9868701888496
6873,2019,Servidor ou empregado público,RIO GRANDE DO SUL,10882965.0,969633696.6961764,89.09646375745731
6894,2020,Aposentado/pensionista,RIO GRANDE DO SUL,10882965.0,1026950197.171709,94.36308921068009
6895,2020,Autônomo,RIO GRANDE DO SUL,10882965.0,1334959672.1958852,122.66507079604548
6896,2020,Empregado de empresa privada,RIO GRANDE DO SUL,10882965.0,2082269394.517017,191.33291290719183
6897,2020,Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,10882965.0,8084363.168949956,0.7428456462875656
6898,2020,Empresário,RIO GRANDE DO SUL,10882965.0,2303552899.7926707,211.66592925665668
6899,2020,MEI,RIO GRANDE DO SUL,10882965.0,174034248.93470985,15.991436978315178
6900,2020,Outros,RIO GRANDE DO SUL,10882965.0,3778706496.182458,347.21296045539594
6901,2020,Servidor ou empregado público,RIO GRANDE DO SUL,10882965.0,1001858445.862761,92.05749038637549
6922,2021,Aposentado/pensionista,RIO GRANDE DO SUL,10882965.0,1128817135.4448981,103.72330844075104
6923,2021,Autônomo,RIO GRANDE DO SUL,10882965.0,1165225589.1246715,107.06876197108706
6924,2021,Empregado de empresa privada,RIO GRANDE DO SUL,10882965.0,2334689103.8667397,214.52693304322304
6925,2021,Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,10882965.0,10195537.120762112,0.9368345042699404
6926,2021,Empresário,RIO GRANDE DO SUL,10882965.0,1909780178.3623106,175.48344392932538
6927,2021,MEI,RIO GRANDE DO SUL,10882965.0,175241383.51253936,16.102356619959668
6928,2021,Outros,RIO GRANDE DO SUL,10882965.0,4099246514.87829,376.6663326472418
6929,2021,Servidor ou empregado público,RIO GRANDE DO SUL,10882965.0,1102429930.693012,101.29867464362992
6950,2022,Aposentado/pensionista,RIO GRANDE DO SUL,10882965.0,1151331158.330796,105.79204824519752
6951,2022,Autônomo,RIO GRANDE DO SUL,10882965.0,1322377659.5632167,121.50895087535581
6952,2022,Empregado de empresa privada,RIO GRANDE DO SUL,10882965.0,3050435189.6920886,280.29449600288973
6953,2022,Empregado de entidades sem fins lucrativos,RIO GRANDE DO SUL,10882965.0,11561511.45903391,1.062349411124074
6954,2022,Empresário,RIO GRANDE DO SUL,10882965.0,2049238564.8625019,188.29781818305048
6955,2022,MEI,RIO GRANDE DO SUL,10882965.0,268987802.1107265,24.71640790085482
6956,2022,Outros,RIO GRANDE DO SUL,10882965.0,5031419894.380063,462.32069058203007
6957,2022,Servidor ou empregado público,RIO GRANDE DO SUL,10882965.0,1395047183.6842573,128.18631537308605
6978,2012,Aposentado/pensionista,SANTA CATARINA,7610361.0,198475806.19075635,26.07968349868769
6979,2012,Autônomo,SANTA CATARINA,7610361.0,402873461.62766427,52.93749687139208
6980,2012,Empregado de empresa privada,SANTA CATARINA,7610361.0,626628142.9752741,82.33881979780908
6981,2012,Empregado de entidades sem fins lucrativos,SANTA CATARINA,7610361.0,3244750.0064779525,0.4263595388547209
6982,2012,Empresário,SANTA CATARINA,7610361.0,939862752.9126363,123.49778846399485
6983,2012,Outros,SANTA CATARINA,7610361.0,3211355270.334294,421.97147682406836
6984,2012,Servidor ou empregado público,SANTA CATARINA,7610361.0,421040000.28055686,55.324576623967886
7005,2013,Aposentado/pensionista,SANTA CATARINA,7610361.0,191695123.83319914,25.188703115817916
7006,2013,Autônomo,SANTA CATARINA,7610361.0,384137876.0274432,50.47564445726598
7007,2013,Empregado de empresa privada,SANTA CATARINA,7610361.0,663019177.6669556,87.12059489253606
7008,2013,Empregado de entidades sem fins lucrativos,SANTA CATARINA,7610361.0,2711704.2960812612,0.35631743304703434
7009,2013,Empresário,SANTA CATARINA,7610361.0,971997595.858097,127.72030076603421
7010,2013,Outros,SANTA CATARINA,7610361.0,3373668448.784286,443.29939785829947
7011,2013,Servidor ou empregado público,SANTA CATARINA,7610361.0,427625479.2679262,56.18990732081254
7032,2014,Aposentado/pensionista,SANTA CATARINA,7610361.0,171711845.00809467,22.56290404727117
7033,2014,Autônomo,SANTA CATARINA,7610361.0,351850025.6602409,46.23302700886868
7034,2014,Empregado de empresa privada,SANTA CATARINA,7610361.0,584436604.2812647,76.79485957121675
7035,2014,Empregado de entidades sem fins lucrativos,SANTA CATARINA,7610361.0,3456896.7744389437,0.4542355841515197
7036,2014,Empresário,SANTA CATARINA,7610361.0,904376340.3041475,118.83488054037745
7037,2014,Outros,SANTA CATARINA,7610361.0,3348015949.1081805,439.92866423921026
7038,2014,Servidor ou empregado público,SANTA CATARINA,7610361.0,381946579.2473544,50.18770847366562
7059,2015,Aposentado/pensionista,SANTA CATARINA,7610361.0,164212865.0303702,21.577539492590457
7060,2015,Autônomo,SANTA CATARINA,7610361.0,399449250.31527877,52.48755615078953
7061,2015,Empregado de empresa privada,SANTA CATARINA,7610361.0,571284063.7543067,75.0666182266921
7062,2015,Empregado de entidades sem fins lucrativos,SANTA CATARINA,7610361.0,5050716.808177696,0.6636632359723403
7063,2015,Empresário,SANTA CATARINA,7610361.0,917431769.6064645,120.55036148830055
7064,2015,Outros,SANTA CATARINA,7610361.0,3510224438.702411,461.2428291775398
7065,2015,Servidor ou empregado público,SANTA CATARINA,7610361.0,358948584.6211921,47.165776317469316
7086,2016,Aposentado/pensionista,SANTA CATARINA,7610361.0,222311958.35806593,29.21174939770478
7087,2016,Autônomo,SANTA CATARINA,7610361.0,216191644.49511012,28.407541310472674
7088,2016,Empregado de empresa privada,SANTA CATARINA,7610361.0,676747868.8482375,88.92454232437036
7089,2016,Empregado de entidades sem fins lucrativos,SANTA CATARINA,7610361.0,1672812.369205839,0.2198072298023496
7090,2016,Empresário,SANTA CATARINA,7610361.0,706563300.8593196,92.84228446709946
7091,2016,MEI,SANTA CATARINA,7610361.0,18835394.765240688,2.4749673195845356
7092,2016,Outros,SANTA CATARINA,7610361.0,3765269272.5286345,494.75567223797066
7093,2016,Servidor ou empregado público,SANTA CATARINA,7610361.0,379867633.863205,49.914535442300966
7114,2017,Aposentado/pensionista,SANTA CATARINA,7610361.0,305751290.14022374,40.17566185628037
7115,2017,Autônomo,SANTA CATARINA,7610361.0,392792146.82329077,51.61281400754718
7116,2017,Empregado de empresa privada,SANTA CATARINA,7610361.0,1002143931.2421709,131.68152354956237
7117,2017,Empregado de entidades sem fins lucrativos,SANTA CATARINA,7610361.0,8407566.235119293,1.1047526175327678
7118,2017,Empresário,SANTA CATARINA,7610361.0,1005768846.8679138,132.15783677908496
7119,2017,MEI,SANTA CATARINA,7610361.0,38457144.143568255,5.05326148701333
7120,2017,Outros,SANTA CATARINA,7610361.0,1942447088.6667392,255.23718108335981
7121,2017,Servidor ou empregado público,SANTA CATARINA,7610361.0,426508617.5181779,56.04315189754835
7142,2018,Aposentado/pensionista,SANTA CATARINA,7610361.0,386859516.37047035,50.83326748500765
7143,2018,Autônomo,SANTA CATARINA,7610361.0,425244799.0852309,55.87708639382953
7144,2018,Empregado de empresa privada,SANTA CATARINA,7610361.0,1075242960.003121,141.28672214144913
7145,2018,Empregado de entidades sem fins lucrativos,SANTA CATARINA,7610361.0,7792127.318794254,1.0238840600063852
7146,2018,Empresário,SANTA CATARINA,7610361.0,916909417.185676,120.48172447873051
7147,2018,MEI,SANTA CATARINA,7610361.0,57897475.73190772,7.6077173910551315
7148,2018,Outros,SANTA CATARINA,7610361.0,1957181513.8777864,257.17328177701245
7149,2018,Servidor ou empregado público,SANTA CATARINA,7610361.0,434176076.0433616,57.05065450158824
7170,2019,Aposentado/pensionista,SANTA CATARINA,7610361.0,420648808.194313,55.27317405761868
7171,2019,Autônomo,SANTA CATARINA,7610361.0,466658738.1916439,61.31887018127575
7172,2019,Empregado de empresa privada,SANTA CATARINA,7610361.0,1288880987.197263,169.35871862021565
7173,2019,Empregado de entidades sem fins lucrativos,SANTA CATARINA,7610361.0,6796311.691833781,0.8930340744458484
7174,2019,Empresário,SANTA CATARINA,7610361.0,1007266198.3789822,132.35458848522194
7175,2019,MEI,SANTA CATARINA,7610361.0,78324824.03426422,10.291867105156276
7176,2019,Outros,SANTA CATARINA,7610361.0,2380532980.4440756,312.80158463495695
7177,2019,Servidor ou empregado público,SANTA CATARINA,7610361.0,489573359.87596136,64.32984714863872
7198,2020,Aposentado/pensionista,SANTA CATARINA,7610361.0,437039473.8466203,57.42690443286729
7199,2020,Autônomo,SANTA CATARINA,7610361.0,454628878.89921504,59.73814893921787
7200,2020,Empregado de empresa privada,SANTA CATARINA,7610361.0,1476933183.698663,194.0687417717324
7201,2020,Empregado de entidades sem fins lucrativos,SANTA CATARINA,7610361.0,9192377.99938689,1.2078767353331714
7202,2020,Empresário,SANTA CATARINA,7610361.0,1066034319.9607093,140.07670857672971
7203,2020,MEI,SANTA CATARINA,7610361.0,96563135.80166331,12.68837783144102
7204,2020,Outros,SANTA CATARINA,7610361.0,2378281529.736076,312.5057444365748
7205,2020,Servidor ou empregado público,SANTA CATARINA,7610361.0,522667670.3181484,68.67843329878154
7226,2021,Aposentado/pensionista,SANTA CATARINA,7610361.0,463558898.1073583,60.91155177886545
7227,2021,Autônomo,SANTA CATARINA,7610361.0,423601569.2212432,55.66116629963325
7228,2021,Empregado de empresa privada,SANTA CATARINA,7610361.0,1700507965.9658487,223.44642599291265
7229,2021,Empregado de entidades sem fins lucrativos,SANTA CATARINA,7610361.0,6879209.7336806515,0.9039268615090206
7230,2021,Empresário,SANTA CATARINA,7610361.0,968839156.6619895,127.30528245138298
7231,2021,MEI,SANTA CATARINA,7610361.0,105356627.61718607,13.843840997448881
7232,2021,Outros,SANTA CATARINA,7610361.0,2810551548.923022,369.30594342673385
7233,2021,Servidor ou empregado público,SANTA CATARINA,7610361.0,593899543.773699,78.0382880357054
7254,2022,Aposentado/pensionista,SANTA CATARINA,7610361.0,503248942.0735797,66.12681607003658
7255,2022,Autônomo,SANTA CATARINA,7610361.0,536734354.38555986,70.52679293210399
