,data_base,ocupacao,modalidade,carteira_ativa,carteira_ativa_deflacionada
0,2020-09-30,Aposentado/pensionista,Cartão de crédito,26309141046.86,31792630642.144943
55,2020-09-30,Servidor ou empregado público,Veículos,26205972367.31,31667959003.609547
53,2020-09-30,Servidor ou empregado público,Outros créditos,12725119370.51,15377355699.421944
24,2020-09-30,Empregado de entidades sem fins lucrativos,Habitacional,840856851.26,1016112660.1363058
23,2020-09-30,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,126199911.62,152503161.1659118
22,2020-09-30,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,253725034.1,306607740.6114966
21,2020-09-30,Empregado de entidades sem fins lucrativos,Cartão de crédito,315534784.55,381300204.44526124
20,2020-09-30,Empregado de empresa privada,Veículos,50898348986.44,61506850669.83633
19,2020-09-30,Empregado de empresa privada,Rural e agroindustrial,8569902671.400001,10356086874.35539
18,2020-09-30,Empregado de empresa privada,Outros créditos,23188151190.98,28021147660.27403
17,2020-09-30,Empregado de empresa privada,Habitacional,240909304113.66,291120888754.97064
16,2020-09-30,Empregado de empresa privada,Empréstimo sem consignação em folha,20571043197.96,24858568250.156013
15,2020-09-30,Empregado de empresa privada,Empréstimo com consignação em folha,28363443425.2,34275101530.324642
14,2020-09-30,Empregado de empresa privada,Cartão de crédito,49629286599.49,59973283623.37604
25,2020-09-30,Empregado de entidades sem fins lucrativos,Outros créditos,123877532.9,149696740.05453348
13,2020-09-30,Autônomo,Veículos,16508009988.38,19948696282.50534
11,2020-09-30,Autônomo,Outros créditos,15448831223.92,18668757907.379284
10,2020-09-30,Autônomo,Habitacional,44035442570.55,53213541191.45492
9,2020-09-30,Autônomo,Empréstimo sem consignação em folha,10331880486.17,12485305375.440662
8,2020-09-30,Autônomo,Empréstimo com consignação em folha,6829291099.33,8252687880.68625
7,2020-09-30,Autônomo,Cartão de crédito,16293851141.65,19689901322.202095
6,2020-09-30,Aposentado/pensionista,Veículos,14355547502.19,17347606240.35518
5,2020-09-30,Aposentado/pensionista,Rural e agroindustrial,6276860368.77,7585116630.800821
4,2020-09-30,Aposentado/pensionista,Outros créditos,9514855963.06,11497992302.674608
3,2020-09-30,Aposentado/pensionista,Habitacional,20579078658.41,24868278503.549366
2,2020-09-30,Aposentado/pensionista,Empréstimo sem consignação em folha,16478745444.77,19913332268.74881
1,2020-09-30,Aposentado/pensionista,Empréstimo com consignação em folha,105170359534.57,127090519193.64107
12,2020-09-30,Autônomo,Rural e agroindustrial,56402510102.270004,68158218004.05513
54,2020-09-30,Servidor ou empregado público,Rural e agroindustrial,6845674181.23,8272485610.710919
26,2020-09-30,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,196601052.18,237577677.83763504
28,2020-09-30,Empresário,Cartão de crédito,36596059258.09,44223602468.74598
52,2020-09-30,Servidor ou empregado público,Habitacional,120117976538.88,145153597176.7587
51,2020-09-30,Servidor ou empregado público,Empréstimo sem consignação em folha,20843563760.62,25187888982.27748
50,2020-09-30,Servidor ou empregado público,Empréstimo com consignação em folha,153667851582.26,185696113690.10568
49,2020-09-30,Servidor ou empregado público,Cartão de crédito,36832949714.31,44509866880.185234
48,2020-09-30,Outros,Veículos,67368958903.6,81410351761.50781
47,2020-09-30,Outros,Rural e agroindustrial,87145753620.94,105309130083.99342
46,2020-09-30,Outros,Outros créditos,36373590465.9,43954765560.42948
45,2020-09-30,Outros,Habitacional,147832991133.47,178645120928.0679
44,2020-09-30,Outros,Empréstimo sem consignação em folha,32892856266.89,39748558426.73765
43,2020-09-30,Outros,Empréstimo com consignação em folha,107291144298.98,129653329076.57422
42,2020-09-30,Outros,Cartão de crédito,82905235599.4,100184780986.0866
27,2020-09-30,Empregado de entidades sem fins lucrativos,Veículos,249215596.29999998,301158422.06005585
41,2020-09-30,MEI,Veículos,4372024931.87,5283265370.375186
39,2020-09-30,MEI,Outros créditos,1770173978.75,2139122952.6838439
38,2020-09-30,MEI,Habitacional,9881387260.17,11940917981.13173
37,2020-09-30,MEI,Empréstimo sem consignação em folha,928949576.17,1122566134.2476537
36,2020-09-30,MEI,Empréstimo com consignação em folha,492792034.04,595502342.4641572
35,2020-09-30,MEI,Cartão de crédito,3907543745.56,4721974571.474643
34,2020-09-30,Empresário,Veículos,30284289067.01,36596299926.800896
33,2020-09-30,Empresário,Rural e agroindustrial,109770525220.26,132649475614.04713
32,2020-09-30,Empresário,Outros créditos,46179956861.48,55805026433.67175
31,2020-09-30,Empresário,Habitacional,103586380108.31,125176398441.68852
30,2020-09-30,Empresário,Empréstimo sem consignação em folha,28814840888.6,34820581627.949875
29,2020-09-30,Empresário,Empréstimo com consignação em folha,8743885938.48,10566332649.325235
40,2020-09-30,MEI,Rural e agroindustrial,273702737.63,330749302.2184032
392,2020-10-31,Aposentado/pensionista,Cartão de crédito,28173345441.81,33828863354.45221
393,2020-10-31,Aposentado/pensionista,Empréstimo com consignação em folha,111532537827.61,133921581643.131
447,2020-10-31,Servidor ou empregado público,Veículos,26513226154.69,31835491689.306248
422,2020-10-31,Empresário,Empréstimo sem consignação em folha,30615772107.37,36761582796.42102
423,2020-10-31,Empresário,Habitacional,107462865221.84,129034962879.22513
424,2020-10-31,Empresário,Outros créditos,47577629765.31,57128364090.93444
425,2020-10-31,Empresário,Rural e agroindustrial,112472489666.82,135050219432.84883
426,2020-10-31,Empresário,Veículos,31786259592.079998,38167033961.606
427,2020-10-31,MEI,Cartão de crédito,4513001844.53,5418941922.688037
428,2020-10-31,MEI,Empréstimo com consignação em folha,570583158.62,685122032.9930274
429,2020-10-31,MEI,Empréstimo sem consignação em folha,1044334314.34,1253974004.9381833
430,2020-10-31,MEI,Habitacional,11253158430.45,13512117672.924753
431,2020-10-31,MEI,Outros créditos,1981987065.17,2379851187.2298317
432,2020-10-31,MEI,Rural e agroindustrial,288318588.63,346195667.72635907
421,2020-10-31,Empresário,Empréstimo com consignação em folha,8913695695.31,10703031142.773592
434,2020-10-31,Outros,Cartão de crédito,82622426525.83,99208054035.6305
436,2020-10-31,Outros,Empréstimo sem consignação em folha,33157083159.48,39813036678.621574
437,2020-10-31,Outros,Habitacional,142443714666.01,171037868722.04178
438,2020-10-31,Outros,Outros créditos,35882729725.94,43085829589.91253
439,2020-10-31,Outros,Rural e agroindustrial,88051925088.89,105727470245.97427
440,2020-10-31,Outros,Veículos,65942344230.29,79179611695.2526
441,2020-10-31,Servidor ou empregado público,Cartão de crédito,37820521144.93,45412613296.08752
442,2020-10-31,Servidor ou empregado público,Empréstimo com consignação em folha,155426822533.59,186627205915.79535
443,2020-10-31,Servidor ou empregado público,Empréstimo sem consignação em folha,21100751850.91,25336517188.381863
444,2020-10-31,Servidor ou empregado público,Habitacional,121278860974.6,145624381888.4496
445,2020-10-31,Servidor ou empregado público,Outros créditos,13059840368.85,15681472978.82285
446,2020-10-31,Servidor ou empregado público,Rural e agroindustrial,6920571778.35,8309807491.908555
435,2020-10-31,Outros,Empréstimo com consignação em folha,109222012176.44,131147241027.74951
420,2020-10-31,Empresário,Cartão de crédito,39280659749.33,47165860152.3698
433,2020-10-31,MEI,Veículos,4988022311.11,5989318006.979948
418,2020-10-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,187525715.43,225169631.19733086
419,2020-10-31,Empregado de entidades sem fins lucrativos,Veículos,246109884.4,295513987.3872483
394,2020-10-31,Aposentado/pensionista,Empréstimo sem consignação em folha,17115850317.33,20551686443.34826
395,2020-10-31,Aposentado/pensionista,Habitacional,22040892118.29,26465381231.344204
396,2020-10-31,Aposentado/pensionista,Outros créditos,10087713028.56,12112720738.363241
397,2020-10-31,Aposentado/pensionista,Rural e agroindustrial,6776172508.07,8136421509.3004875
398,2020-10-31,Aposentado/pensionista,Veículos,15140726514.44,18180076249.80217
399,2020-10-31,Autônomo,Cartão de crédito,16908306501.2,20302480277.526573
400,2020-10-31,Autônomo,Empréstimo com consignação em folha,7016433084.81,8424911998.894157
402,2020-10-31,Autônomo,Habitacional,44231480397.4,53110508633.74662
403,2020-10-31,Autônomo,Outros créditos,15683012432.13,18831220653.16984
404,2020-10-31,Autônomo,Rural e agroindustrial,58746437565.18,70539198586.05391
405,2020-10-31,Autônomo,Veículos,16741516648.26,20102209026.2593
401,2020-10-31,Autônomo,Empréstimo sem consignação em folha,10530014040.460001,12643809264.005505
416,2020-10-31,Empregado de entidades sem fins lucrativos,Habitacional,827592747.37,993723731.5937576
417,2020-10-31,Empregado de entidades sem fins lucrativos,Outros créditos,121465102.76,145848009.8534777
406,2020-10-31,Empregado de empresa privada,Cartão de crédito,52063529794.57,62514763779.4274
415,2020-10-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,125402151.62,150575381.97830495
414,2020-10-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,255890356.07,307257791.1307509
412,2020-10-31,Empregado de empresa privada,Veículos,52673818961.909996,63247562406.10412
413,2020-10-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,320543805.51,384889775.2704105
410,2020-10-31,Empregado de empresa privada,Outros créditos,23603770188.98,28341991476.380306
409,2020-10-31,Empregado de empresa privada,Habitacional,246641180616.25,296151936016.29486
408,2020-10-31,Empregado de empresa privada,Empréstimo sem consignação em folha,21602050435.69,25938446460.832985
407,2020-10-31,Empregado de empresa privada,Empréstimo com consignação em folha,28917830983.5,34722796938.27932
411,2020-10-31,Empregado de empresa privada,Rural e agroindustrial,8563873607.41,10282985762.136042
371,2020-11-30,MEI,Cartão de crédito,4790084880.38,5702603220.08697
374,2020-11-30,MEI,Habitacional,11399158968.31,13570715814.499512
373,2020-11-30,MEI,Empréstimo sem consignação em folha,1053873971.05,1254638540.016604
372,2020-11-30,MEI,Empréstimo com consignação em folha,590202564.17,702637036.0836751
370,2020-11-30,Empresário,Veículos,32270007376.84,38417492085.19233
365,2020-11-30,Empresário,Empréstimo com consignação em folha,9205583263.75,10959260654.787176
368,2020-11-30,Empresário,Outros créditos,46805517244.11,55722038339.521774
367,2020-11-30,Empresário,Habitacional,108747551805.61,129464123202.35333
366,2020-11-30,Empresário,Empréstimo sem consignação em folha,33126679718.35,39437361790.06211
375,2020-11-30,MEI,Outros créditos,2024198920.55,2409811844.818347
369,2020-11-30,Empresário,Rural e agroindustrial,114180501647.87,135932058121.82495
376,2020-11-30,MEI,Rural e agroindustrial,289959217.95,345196882.99226856
389,2020-11-30,Servidor ou empregado público,Outros créditos,13439441832.89,15999675618.76068
378,2020-11-30,Outros,Cartão de crédito,87157876727.6,103761582705.67549
379,2020-11-30,Outros,Empréstimo com consignação em folha,112750594279.97,134229751259.99629
380,2020-11-30,Outros,Empréstimo sem consignação em folha,33875986819.64,40329413015.74131
381,2020-11-30,Outros,Habitacional,144197833936.67,171667737142.80966
382,2020-11-30,Outros,Outros créditos,36256498990.31,43163416318.17173
383,2020-11-30,Outros,Rural e agroindustrial,89097171969.48,106070316593.94989
384,2020-11-30,Outros,Veículos,67383696536.53,80220391589.40654
385,2020-11-30,Servidor ou empregado público,Cartão de crédito,40942603311.8,48742230527.25782
386,2020-11-30,Servidor ou empregado público,Empréstimo com consignação em folha,157822054321.84,187887391904.64374
387,2020-11-30,Servidor ou empregado público,Empréstimo sem consignação em folha,21301441411.45,25359397885.198257
388,2020-11-30,Servidor ou empregado público,Habitacional,122598078361.81,145953195799.54297
364,2020-11-30,Empresário,Cartão de crédito,42041951967.6,50051006747.53766
377,2020-11-30,MEI,Veículos,5084203558.92,6052751947.137685
363,2020-11-30,Empregado de entidades sem fins lucrativos,Veículos,249791996.9,297377746.2083075
336,2020-11-30,Aposentado/pensionista,Cartão de crédito,29721056667.7,35382962450.587685
361,2020-11-30,Empregado de entidades sem fins lucrativos,Outros créditos,122424429.1,145746466.09343284
390,2020-11-30,Servidor ou empregado público,Rural e agroindustrial,7014755165.65,8351076524.6782
337,2020-11-30,Aposentado/pensionista,Empréstimo com consignação em folha,114108347153.67,135846158088.47606
338,2020-11-30,Aposentado/pensionista,Empréstimo sem consignação em folha,17124283416.25,20386485039.372055
339,2020-11-30,Aposentado/pensionista,Habitacional,22017665607.38,26212063862.526535
340,2020-11-30,Aposentado/pensionista,Outros créditos,10174867102.64,12113194515.849337
341,2020-11-30,Aposentado/pensionista,Rural e agroindustrial,6801194517.87,8096832253.829815
342,2020-11-30,Aposentado/pensionista,Veículos,15208463185.15,18105698186.56958
343,2020-11-30,Autônomo,Cartão de crédito,18011648056.78,21442893972.166637
344,2020-11-30,Autônomo,Empréstimo com consignação em folha,7255272221.25,8637412439.385746
345,2020-11-30,Autônomo,Empréstimo sem consignação em folha,10793794261.25,12850028224.60998
346,2020-11-30,Autônomo,Habitacional,44670592099.13,53180406758.779976
347,2020-11-30,Autônomo,Outros créditos,15782161471.2,18788686854.84712
348,2020-11-30,Autônomo,Rural e agroindustrial,59754224321.71,71137493497.55789
349,2020-11-30,Autônomo,Veículos,16989758995.65,20226333515.286114
350,2020-11-30,Empregado de empresa privada,Cartão de crédito,56093647922.55,66779571815.05774
351,2020-11-30,Empregado de empresa privada,Empréstimo com consignação em folha,29543828289.920002,35171971801.55793
352,2020-11-30,Empregado de empresa privada,Empréstimo sem consignação em folha,22092249173.55,26300855709.691643
353,2020-11-30,Empregado de empresa privada,Habitacional,249916090363.53,297525479662.3881
354,2020-11-30,Empregado de empresa privada,Outros créditos,23495865332.76,27971862848.22111
355,2020-11-30,Empregado de empresa privada,Rural e agroindustrial,8740552934.22,10405641351.40533
356,2020-11-30,Empregado de empresa privada,Veículos,53591404926.06,63800647782.276924
357,2020-11-30,Empregado de entidades sem fins lucrativos,Cartão de crédito,342691716.07,407975000.9362843
358,2020-11-30,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,262829002.62,312898321.0322898
359,2020-11-30,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,125547839.24,149464890.54035065
360,2020-11-30,Empregado de entidades sem fins lucrativos,Habitacional,840263053.29,1000334422.6817827
362,2020-11-30,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,192645202.78,229344402.2687933
391,2020-11-30,Servidor ou empregado público,Veículos,26840098076.44,31953176935.356236
506,2020-12-31,Aposentado/pensionista,Empréstimo sem consignação em folha,17112573521.17,20192825526.503407
504,2020-12-31,Aposentado/pensionista,Cartão de crédito,29785199382.75,35146515727.97838
529,2020-12-31,Empregado de entidades sem fins lucrativos,Outros créditos,121714824.97,143623413.60097608
528,2020-12-31,Empregado de entidades sem fins lucrativos,Habitacional,852374726.7,1005801618.2172312
527,2020-12-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,128848004.46000001,152040560.71871448
526,2020-12-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,268225115.12,316505459.84471774
525,2020-12-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,352098958.59000003,415476540.1051911
524,2020-12-31,Empregado de empresa privada,Veículos,54153272059.1,63900825496.87209
523,2020-12-31,Empregado de empresa privada,Rural e agroindustrial,8924766481.46,10531218592.104898
522,2020-12-31,Empregado de empresa privada,Outros créditos,23169582810.93,27340092514.09159
521,2020-12-31,Empregado de empresa privada,Habitacional,251953431384.18,297304883713.17444
520,2020-12-31,Empregado de empresa privada,Empréstimo sem consignação em folha,22160660840.95,26149565251.523003
519,2020-12-31,Empregado de empresa privada,Empréstimo com consignação em folha,29811159680.989998,35177148862.86763
530,2020-12-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,193174830.8,227946173.59163404
518,2020-12-31,Empregado de empresa privada,Cartão de crédito,57309140862.7,67624748614.38533
516,2020-12-31,Autônomo,Rural e agroindustrial,60851130299.87,71804293826.15672
515,2020-12-31,Autônomo,Outros créditos,15746998241.99,18581447593.098183
514,2020-12-31,Autônomo,Habitacional,45099255389.81,53217091767.935776
513,2020-12-31,Autônomo,Empréstimo sem consignação em folha,11018820636.31,13002201120.806667
512,2020-12-31,Autônomo,Empréstimo com consignação em folha,7426289623.2300005,8763016882.624525
511,2020-12-31,Autônomo,Cartão de crédito,18449915121.52,21770887737.414867
510,2020-12-31,Aposentado/pensionista,Veículos,15195787227.73,17931018957.95049
509,2020-12-31,Aposentado/pensionista,Rural e agroindustrial,6791896535.71,8014433455.61025
508,2020-12-31,Aposentado/pensionista,Outros créditos,10057471343.5,11867809586.083694
507,2020-12-31,Aposentado/pensionista,Habitacional,21904679418.77,25847507341.31374
505,2020-12-31,Aposentado/pensionista,Empréstimo com consignação em folha,114751188146.52,135406326718.48524
517,2020-12-31,Autônomo,Veículos,17254073360.57,20359795244.149776
531,2020-12-31,Empregado de entidades sem fins lucrativos,Veículos,253118747.43,298679955.8826157
559,2020-12-31,Servidor ou empregado público,Veículos,27205388714.45,32102340832.13651
533,2020-12-31,Empresário,Empréstimo com consignação em folha,9449815495.21,11150776083.817083
532,2020-12-31,Empresário,Cartão de crédito,43382076639.4,51190821969.18504
557,2020-12-31,Servidor ou empregado público,Outros créditos,13162880209.76,15532190010.645203
556,2020-12-31,Servidor ou empregado público,Habitacional,123777809320.81,146057733781.2972
555,2020-12-31,Servidor ou empregado público,Empréstimo sem consignação em folha,20920393245.74,24686050302.981285
554,2020-12-31,Servidor ou empregado público,Empréstimo com consignação em folha,159364892835.93,188050468978.54486
553,2020-12-31,Servidor ou empregado público,Cartão de crédito,41966121301.11,49519995599.087074
552,2020-12-31,Outros,Veículos,69796148283.43001,82359409177.45152
551,2020-12-31,Outros,Rural e agroindustrial,91107092539.92,107506309416.85634
550,2020-12-31,Outros,Outros créditos,37126553979.89,43809309335.54713
549,2020-12-31,Outros,Habitacional,147754582530.88998,174350310436.74487
548,2020-12-31,Outros,Empréstimo sem consignação em folha,34824273326.91,41092619675.680534
547,2020-12-31,Outros,Empréstimo com consignação em folha,115640453354.09,136455659079.92325
558,2020-12-31,Servidor ou empregado público,Rural e agroindustrial,7131520485.43,8415189493.434364
545,2020-12-31,MEI,Veículos,5118156702.4800005,6039421550.629314
546,2020-12-31,Outros,Cartão de crédito,89257267241.47,105323516778.45493
534,2020-12-31,Empresário,Empréstimo sem consignação em folha,34786528093.47,41048080324.98801
535,2020-12-31,Empresário,Habitacional,110396430918.49,130267716046.79959
536,2020-12-31,Empresário,Outros créditos,46785660914.81,55207049180.89468
538,2020-12-31,Empresário,Veículos,32873164890.87,38790313001.38021
537,2020-12-31,Empresário,Rural e agroindustrial,116819439541.05,137846862006.93997
540,2020-12-31,MEI,Empréstimo com consignação em folha,597842052.63,705453229.8271685
541,2020-12-31,MEI,Empréstimo sem consignação em folha,1047441300.77,1235980047.626191
542,2020-12-31,MEI,Habitacional,11425838114.48,13482481477.981274
543,2020-12-31,MEI,Outros créditos,2003473176.21,2364097033.341608
544,2020-12-31,MEI,Rural e agroindustrial,295928449.91,349195376.71927416
539,2020-12-31,MEI,Cartão de crédito,4806216935.53,5671332830.3087225
130,2021-01-31,Empregado de empresa privada,Outros créditos,23718472985.15,27614970492.057453
128,2021-01-31,Empregado de empresa privada,Empréstimo sem consignação em folha,23187201318.12,26996420916.058815
129,2021-01-31,Empregado de empresa privada,Habitacional,255109173530.75,297018796434.13617
131,2021-01-31,Empregado de empresa privada,Rural e agroindustrial,9091750986.01,10585354097.499992
137,2021-01-31,Empregado de entidades sem fins lucrativos,Outros créditos,123100447.83,143323528.31115487
133,2021-01-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,345691369.98,402481938.3327701
134,2021-01-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,269932498.56,314277314.0264451
135,2021-01-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,131693053.49,153327736.92523167
136,2021-01-31,Empregado de entidades sem fins lucrativos,Habitacional,865781739.35,1008013340.4743816
132,2021-01-31,Empregado de empresa privada,Veículos,54871299067.91,63885617997.832146
127,2021-01-31,Empregado de empresa privada,Empréstimo com consignação em folha,30142265827.96,35094071271.95811
121,2021-01-31,Autônomo,Empréstimo sem consignação em folha,11364212947.09,13231138673.886385
125,2021-01-31,Autônomo,Veículos,17367766682.19,20220962991.24723
124,2021-01-31,Autônomo,Rural e agroindustrial,61861599346.9,72024292694.79889
123,2021-01-31,Autônomo,Outros créditos,15978616837.19,18603602042.13643
122,2021-01-31,Autônomo,Habitacional,45411888288.47,52872204541.15494
120,2021-01-31,Autônomo,Empréstimo com consignação em folha,7479892551.04,8708697739.94532
119,2021-01-31,Autônomo,Cartão de crédito,18184040059.079998,21171334679.609398
118,2021-01-31,Aposentado/pensionista,Veículos,15166215809.84,17657738857.26641
117,2021-01-31,Aposentado/pensionista,Rural e agroindustrial,6850343639.8,7975725823.157755
116,2021-01-31,Aposentado/pensionista,Outros créditos,10178165064.38,11850245506.619244
115,2021-01-31,Aposentado/pensionista,Habitacional,21892194937.85,25488669426.29924
138,2021-01-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,201962544.31,235141178.99214432
114,2021-01-31,Aposentado/pensionista,Empréstimo sem consignação em folha,17366115222.58,20219040227.98893
126,2021-01-31,Empregado de empresa privada,Cartão de crédito,56584237409.61,65879959783.25717
139,2021-01-31,Empregado de entidades sem fins lucrativos,Veículos,252659530.03,294166722.7348038
153,2021-01-31,MEI,Veículos,5220862468.53,6078551646.297494
141,2021-01-31,Empresário,Empréstimo com consignação em folha,9486764987.05,11045261444.380997
167,2021-01-31,Servidor ou empregado público,Veículos,27352659102.17,31846184805.347588
166,2021-01-31,Servidor ou empregado público,Rural e agroindustrial,7229106061.35,8416711762.731189
165,2021-01-31,Servidor ou empregado público,Outros créditos,13430137036.73,15636455104.246729
164,2021-01-31,Servidor ou empregado público,Habitacional,124506837621.44,144960961404.5611
163,2021-01-31,Servidor ou empregado público,Empréstimo sem consignação em folha,21409241679.07,24926376061.182407
162,2021-01-31,Servidor ou empregado público,Empréstimo com consignação em folha,161633443145.92,188186767579.80164
161,2021-01-31,Servidor ou empregado público,Cartão de crédito,41293908931.54,48077718888.57006
160,2021-01-31,Outros,Veículos,70321707548.11,81874237018.04007
159,2021-01-31,Outros,Rural e agroindustrial,92086665520.11,107214766846.16002
158,2021-01-31,Outros,Outros créditos,37431805487.59,43581144732.690506
157,2021-01-31,Outros,Habitacional,147954500994.91998,172260633376.35062
156,2021-01-31,Outros,Empréstimo sem consignação em folha,36171318580.88,42113583614.56057
155,2021-01-31,Outros,Empréstimo com consignação em folha,115992150107.91,135047471417.98245
154,2021-01-31,Outros,Cartão de crédito,88012129887.09,102470861901.47276
152,2021-01-31,MEI,Rural e agroindustrial,300260592.86,349587741.88152647
151,2021-01-31,MEI,Outros créditos,2049288539.46,2385947973.22453
150,2021-01-31,MEI,Habitacional,11598767241.23,13504225812.148481
149,2021-01-31,MEI,Empréstimo sem consignação em folha,1084762481.7,1262968486.2845764
148,2021-01-31,MEI,Empréstimo com consignação em folha,605758090.48,705272713.1465659
147,2021-01-31,MEI,Cartão de crédito,4821360667.33,5613419238.381984
146,2021-01-31,Empresário,Veículos,32934640899.38,38345180871.14264
145,2021-01-31,Empresário,Rural e agroindustrial,118429366333.36,137885076275.20508
144,2021-01-31,Empresário,Outros créditos,47104740067.51,54843159920.73967
143,2021-01-31,Empresário,Habitacional,111452384486.2,129761907977.07841
142,2021-01-31,Empresário,Empréstimo sem consignação em folha,35391501001.16,41205656722.86573
140,2021-01-31,Empresário,Cartão de crédito,42035405596.82,48941029462.7578
113,2021-01-31,Aposentado/pensionista,Empréstimo com consignação em folha,115572081575.71,134558393553.2899
112,2021-01-31,Aposentado/pensionista,Cartão de crédito,28765562140.64,33491201149.355732
225,2021-02-28,Aposentado/pensionista,Empréstimo com consignação em folha,116138001651.73,134880119098.50922
250,2021-02-28,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,204127162.34,237068793.81499842
249,2021-02-28,Empregado de entidades sem fins lucrativos,Outros créditos,123441795.15,143362584.12207457
248,2021-02-28,Empregado de entidades sem fins lucrativos,Habitacional,874564966.99,1015700504.8247085
247,2021-02-28,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,137896298.75,160149726.48159516
246,2021-02-28,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,272835087.8,316864666.287876
245,2021-02-28,Empregado de entidades sem fins lucrativos,Cartão de crédito,340918981.90999997,395935802.48483926
244,2021-02-28,Empregado de empresa privada,Veículos,55330366421.4,64259469825.064095
243,2021-02-28,Empregado de empresa privada,Rural e agroindustrial,9275803127.56,10772713606.106552
242,2021-02-28,Empregado de empresa privada,Outros créditos,23994394943.11,27866562206.989162
241,2021-02-28,Empregado de empresa privada,Habitacional,258193364761.64,299860091393.0577
239,2021-02-28,Empregado de empresa privada,Empréstimo com consignação em folha,30469869137.21,35387035420.732635
238,2021-02-28,Empregado de empresa privada,Cartão de crédito,55870690747.13,64886990605.2548
237,2021-02-28,Autônomo,Veículos,17552527749.61,20385119424.10384
236,2021-02-28,Autônomo,Rural e agroindustrial,62784856295.590004,72916950303.02615
235,2021-02-28,Autônomo,Outros créditos,16149926949.01,18756169723.385662
234,2021-02-28,Autônomo,Habitacional,45778646967.31,53166313069.82199
233,2021-02-28,Autônomo,Empréstimo sem consignação em folha,11618384207.49,13493335715.710125
232,2021-02-28,Autônomo,Empréstimo com consignação em folha,7548032675.34,8766119028.483671
231,2021-02-28,Autônomo,Cartão de crédito,18008195196.82,20914321568.749855
230,2021-02-28,Aposentado/pensionista,Veículos,15131692508.11,17573614653.507294
229,2021-02-28,Aposentado/pensionista,Rural e agroindustrial,6909860861.92,8024960329.563359
228,2021-02-28,Aposentado/pensionista,Outros créditos,10214169163.84,11862511268.640701
227,2021-02-28,Aposentado/pensionista,Habitacional,21859074226.920002,25386647722.34958
226,2021-02-28,Aposentado/pensionista,Empréstimo sem consignação em folha,17597291682.06,20437107270.06557
224,2021-02-28,Aposentado/pensionista,Cartão de crédito,28173183727.93,32719715532.92845
251,2021-02-28,Empregado de entidades sem fins lucrativos,Veículos,255938720.54,297241597.2153163
252,2021-02-28,Empresário,Cartão de crédito,41391124221.86,48070740715.92228
240,2021-02-28,Empregado de empresa privada,Empréstimo sem consignação em folha,24110413651.42,28001303781.42605
254,2021-02-28,Empresário,Empréstimo sem consignação em folha,35884153844.76,41675066519.9547
279,2021-02-28,Servidor ou empregado público,Veículos,27504247532.7,31942827758.051003
253,2021-02-28,Empresário,Empréstimo com consignação em folha,9551377954.98,11092760145.691618
278,2021-02-28,Servidor ou empregado público,Rural e agroindustrial,7328480481.49,8511135942.554313
277,2021-02-28,Servidor ou empregado público,Outros créditos,13646037730.02,15848207891.223265
276,2021-02-28,Servidor ou empregado público,Habitacional,125501975110.82,145755231787.16055
275,2021-02-28,Servidor ou empregado público,Empréstimo sem consignação em folha,21956789832.71,25500132476.343033
274,2021-02-28,Servidor ou empregado público,Empréstimo com consignação em folha,163908461626.39,190359679958.30923
273,2021-02-28,Servidor ou empregado público,Cartão de crédito,40543936060.95,47086835031.15725
271,2021-02-28,Outros,Rural e agroindustrial,92943839905.92,107942930114.95537
270,2021-02-28,Outros,Outros créditos,37816071139.39,43918752747.392746
269,2021-02-28,Outros,Habitacional,149395923496.35,173505137572.85144
268,2021-02-28,Outros,Empréstimo sem consignação em folha,37392256469.11,43426543716.84232
267,2021-02-28,Outros,Empréstimo com consignação em folha,116715262762.69,135550537448.1439
272,2021-02-28,Outros,Veículos,71277388402.08,82779990183.85934
265,2021-02-28,MEI,Veículos,5298210633.57,6153225224.314547
255,2021-02-28,Empresário,Habitacional,112826802859.03,131034565695.08914
266,2021-02-28,Outros,Cartão de crédito,87735057963.67,101893565404.55113
257,2021-02-28,Empresário,Rural e agroindustrial,119929193245.95,139283125577.7071
258,2021-02-28,Empresário,Veículos,33239019946.39,38603066225.73976
