,data_base,porte,modalidade,longo_prazo,numero_de_operacoes,longo_prazo_deflacionado
353,2021-12-31,Mais de 2 a 3 salários mínimos,Habitacional,94361338320.29001,1130423.0,101081742867.68672
354,2021-12-31,Mais de 2 a 3 salários mínimos,Outros créditos,6676046867.59,7417358.0,7151514220.281608
355,2021-12-31,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,5276582508.43,216848.0,5652380157.29338
356,2021-12-31,Mais de 2 a 3 salários mínimos,Veículos,20906044302.39,2410608.0,22394970569.2152
357,2021-12-31,Mais de 3 a 5 salários mínimos,Cartão de crédito,2118524880.5,55218207.0,2269405998.7007565
358,2021-12-31,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,73216881615.44,7831510.0,78431380189.89279
345,2021-12-31,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,10167645898.39,12767307.0,10891784565.223288
360,2021-12-31,Mais de 3 a 5 salários mínimos,Habitacional,100715661495.5,1050629.0,107888620268.20201
362,2021-12-31,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,6870540500.23,311899.0,7359859668.893069
363,2021-12-31,Mais de 3 a 5 salários mínimos,Veículos,32069275137.18,2661787.0,34353245524.841183
364,2021-12-31,Mais de 5 a 10 salários mínimos,Cartão de crédito,2176186981.54,39572282.0,2331174788.4857416
365,2021-12-31,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,85732119346.47,5414951.0,91837951830.09097
366,2021-12-31,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,18234924496.6,3826519.0,19533613893.01815
367,2021-12-31,Mais de 5 a 10 salários mínimos,Habitacional,126704953680.7,974996.0,135728867097.47665
368,2021-12-31,Mais de 5 a 10 salários mínimos,Outros créditos,13541920564.0,5219627.0,14506374716.07959
369,2021-12-31,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,16651817390.57,642941.0,17837758066.126778
370,2021-12-31,Mais de 5 a 10 salários mínimos,Veículos,30903844706.13,1781504.0,33104813261.60099
371,2021-12-31,Sem rendimento,Cartão de crédito,49032856.32,4149641.0,52524971.167569116
372,2021-12-31,Sem rendimento,Empréstimo com consignação em folha,1223830073.11,453278.0,1310991121.638715
373,2021-12-31,Sem rendimento,Empréstimo sem consignação em folha,3026561056.3,282258.0,3242112415.0216556
374,2021-12-31,Sem rendimento,Habitacional,222447832.25,1387.0,238290543.3647701
361,2021-12-31,Mais de 3 a 5 salários mínimos,Outros créditos,9126782534.039999,6793896.0,9776791022.014936
344,2021-12-31,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,60554736941.11,16889513.0,64867438909.41117
375,2021-12-31,Sem rendimento,Outros créditos,401930854.11,447125.0,430556327.0821132
342,2021-12-31,Mais de 10 a 20 salários mínimos,Veículos,14186053968.06,607530.0,15196383233.134295
343,2021-12-31,Mais de 1 a 2 salários mínimos,Cartão de crédito,2378095439.97,115553235.0,2547463145.9967093
315,2021-12-31,Acima de 20 salários mínimos,Cartão de crédito,487516854.96,6245910.0,522237753.8718506
377,2021-12-31,Sem rendimento,Veículos,273110012.93,22922.0,292560879.20114625
316,2021-12-31,Acima de 20 salários mínimos,Empréstimo com consignação em folha,24481761931.61,620696.0,26225350430.27056
317,2021-12-31,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,25597564393.22,646967.0,27420620225.329643
318,2021-12-31,Acima de 20 salários mínimos,Habitacional,86734499822.48,262043.0,92911721737.71684
319,2021-12-31,Acima de 20 salários mínimos,Outros créditos,23129111888.21,1026487.0,24776364793.66557
320,2021-12-31,Acima de 20 salários mínimos,Rural e agroindustrial,129777948337.83,1260266.0,139020720109.47446
321,2021-12-31,Acima de 20 salários mínimos,Veículos,11321017877.77,314225.0,12127299575.13933
323,2021-12-31,Até 1 salário mínimo,Empréstimo com consignação em folha,34140306468.829998,11754988.0,36571775489.159775
324,2021-12-31,Até 1 salário mínimo,Empréstimo sem consignação em folha,3262639647.41,5786415.0,3495004498.452562
325,2021-12-31,Até 1 salário mínimo,Habitacional,15662722684.1,302089.0,16778220139.144106
326,2021-12-31,Até 1 salário mínimo,Outros créditos,1641478112.42,5681912.0,1758384010.1905017
327,2021-12-31,Até 1 salário mínimo,Rural e agroindustrial,3223559334.54,170038.0,3453140889.8281736
322,2021-12-31,Até 1 salário mínimo,Cartão de crédito,1122771244.59,54488397.0,1202734894.0267782
340,2021-12-31,Mais de 10 a 20 salários mínimos,Outros créditos,9556067481.05,2114702.0,10236649597.603865
341,2021-12-31,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,24203213364.78,705437.0,25926963663.93515
328,2021-12-31,Até 1 salário mínimo,Veículos,4091456398.64,457000.0,4382849491.153857
339,2021-12-31,Mais de 10 a 20 salários mínimos,Habitacional,102644742598.92,538591.0,109955090324.03084
338,2021-12-31,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,15314237800.08,1404672.0,16404916198.496084
337,2021-12-31,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,49850514833.33,1810719.0,53400863233.84587
335,2021-12-31,Indisponível,Veículos,268370774.01,25322.0,287484112.185889
336,2021-12-31,Mais de 10 a 20 salários mínimos,Cartão de crédito,1082897558.37,14934624.0,1160021408.0862105
333,2021-12-31,Indisponível,Outros créditos,846511797.67,1656433.0,906800278.4795518
332,2021-12-31,Indisponível,Habitacional,104476868965.68,1489676.0,111917700537.09648
331,2021-12-31,Indisponível,Empréstimo sem consignação em folha,1946760100.0,2337157.0,2085408148.6777635
330,2021-12-31,Indisponível,Empréstimo com consignação em folha,11368002003.06,3785564.0,12177629904.869358
329,2021-12-31,Indisponível,Cartão de crédito,68416049.81,8839961.0,73288633.65040086
334,2021-12-31,Indisponível,Rural e agroindustrial,837605721.91,19243.0,897259912.9447099
146,2022-01-31,Indisponível,Veículos,325233151.94,34383.0,345871505.1023026
142,2022-01-31,Indisponível,Empréstimo sem consignação em folha,2326529577.09,3102501.0,2474164400.80989
143,2022-01-31,Indisponível,Habitacional,105100741434.59,1492762.0,111770129860.73384
144,2022-01-31,Indisponível,Outros créditos,823717636.7900001,1710086.0,875988370.5472573
145,2022-01-31,Indisponível,Rural e agroindustrial,1335600563.07,35060.0,1420353903.6811504
147,2022-01-31,Mais de 10 a 20 salários mínimos,Cartão de crédito,924961099.46,14338646.0,983656449.912985
153,2022-01-31,Mais de 10 a 20 salários mínimos,Veículos,13396115067.09,558743.0,14246193701.781126
149,2022-01-31,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,15974388704.93,1348347.0,16988077111.778095
150,2022-01-31,Mais de 10 a 20 salários mínimos,Habitacional,99330605751.26,496506.0,105633838091.1727
151,2022-01-31,Mais de 10 a 20 salários mínimos,Outros créditos,9311449828.85,1980352.0,9902327446.566908
152,2022-01-31,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,24728912725.67,687109.0,26298137852.653027
141,2022-01-31,Indisponível,Empréstimo com consignação em folha,12138599177.9,4147675.0,12908879499.062809
148,2022-01-31,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,46987858364.83,1619616.0,49969571666.46944
140,2022-01-31,Indisponível,Cartão de crédito,69740973.71,10011507.0,74166533.76353161
188,2022-01-31,Sem rendimento,Veículos,243830419.69,20918.0,259303191.40240848
138,2022-01-31,Até 1 salário mínimo,Rural e agroindustrial,3389647495.23,185429.0,3604744700.6808667
137,2022-01-31,Até 1 salário mínimo,Outros créditos,2035632818.33,7137909.0,2164808176.877761
136,2022-01-31,Até 1 salário mínimo,Habitacional,23015475910.6,420963.0,24475971303.545242
135,2022-01-31,Até 1 salário mínimo,Empréstimo sem consignação em folha,4073971350.19,7101214.0,4332493764.023862
134,2022-01-31,Até 1 salário mínimo,Empréstimo com consignação em folha,40163263453.99,13475040.0,42711907743.07823
133,2022-01-31,Até 1 salário mínimo,Cartão de crédito,1262395420.82,64311705.0,1342503375.2826595
132,2022-01-31,Acima de 20 salários mínimos,Veículos,10888665103.64,295468.0,11579628231.274725
131,2022-01-31,Acima de 20 salários mínimos,Rural e agroindustrial,129244306878.41,1221799.0,137445775989.60852
130,2022-01-31,Acima de 20 salários mínimos,Outros créditos,22399857163.12,972241.0,23821287174.66719
129,2022-01-31,Acima de 20 salários mínimos,Habitacional,79340045120.91,226920.0,84374734424.11008
128,2022-01-31,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,26571875474.44,616469.0,28258049675.793835
127,2022-01-31,Acima de 20 salários mínimos,Empréstimo com consignação em folha,20623233134.5,538318.0,21931923734.580135
126,2022-01-31,Acima de 20 salários mínimos,Cartão de crédito,462562639.52,5882662.0,491915523.92663574
154,2022-01-31,Mais de 1 a 2 salários mínimos,Cartão de crédito,2558383406.02,121396128.0,2720731001.715768
139,2022-01-31,Até 1 salário mínimo,Veículos,5064431216.47,557175.0,5385805342.656805
187,2022-01-31,Sem rendimento,Rural e agroindustrial,298166550.69,11029.0,317087335.78715104
170,2022-01-31,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,13356383879.93,5830132.0,14203941288.64132
156,2022-01-31,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,11900401837.76,14081060.0,12655566846.111658
155,2022-01-31,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,62073285699.11,16135686.0,66012276495.592766
185,2022-01-31,Sem rendimento,Habitacional,202837586.45999998,1268.0,215709071.78976998
184,2022-01-31,Sem rendimento,Empréstimo sem consignação em folha,211259205.95,273319.0,224665102.8432788
183,2022-01-31,Sem rendimento,Empréstimo com consignação em folha,1144767998.3600001,428799.0,1217411657.5261314
182,2022-01-31,Sem rendimento,Cartão de crédito,38019703.81,3949536.0,40432324.01700055
181,2022-01-31,Mais de 5 a 10 salários mínimos,Veículos,29997374449.82,1704056.0,31900920887.642643
180,2022-01-31,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,17068754545.06,643448.0,18151888236.199192
179,2022-01-31,Mais de 5 a 10 salários mínimos,Outros créditos,13416342932.26,4985734.0,14267705168.646118
178,2022-01-31,Mais de 5 a 10 salários mínimos,Habitacional,124114541709.24,910349.0,131990490790.9781
177,2022-01-31,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,18480111941.54,3694984.0,19652806282.363995
176,2022-01-31,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,81368936211.64,4878399.0,86532373062.89465
175,2022-01-31,Mais de 5 a 10 salários mínimos,Cartão de crédito,1981540668.97,38945014.0,2107283496.5007334
174,2022-01-31,Mais de 3 a 5 salários mínimos,Veículos,32559736073.18,2654679.0,34625882552.840294
173,2022-01-31,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,7630842257.83,331363.0,8115073390.18385
172,2022-01-31,Mais de 3 a 5 salários mínimos,Outros créditos,9632159800.26,6796798.0,10243388743.21282
186,2022-01-31,Sem rendimento,Outros créditos,387984966.83,456798.0,412605368.2845818
161,2022-01-31,Mais de 2 a 3 salários mínimos,Cartão de crédito,1740344906.09,59896660.0,1850782149.5931654
169,2022-01-31,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,74792460867.49,7475422.0,79538573654.74277
168,2022-01-31,Mais de 3 a 5 salários mínimos,Cartão de crédito,2144307126.68,57115944.0,2280378641.852686
167,2022-01-31,Mais de 2 a 3 salários mínimos,Veículos,19936990049.4,2298269.0,21202133652.315178
166,2022-01-31,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,4831203516.15,207064.0,5137777688.464562
165,2022-01-31,Mais de 2 a 3 salários mínimos,Outros créditos,6666526376.1,7040214.0,7089564817.584402
164,2022-01-31,Mais de 2 a 3 salários mínimos,Habitacional,88954806361.84,1035509.0,94599620545.84601
163,2022-01-31,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,8714020662.62,6702807.0,9266987157.044073
162,2022-01-31,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,47427826961.16,7517972.0,50437459394.71209
171,2022-01-31,Mais de 3 a 5 salários mínimos,Habitacional,98866263166.48001,991134.0,105140029671.8189
160,2022-01-31,Mais de 1 a 2 salários mínimos,Veículos,20325351739.73,2445293.0,21615139649.881165
159,2022-01-31,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,5109898959.7,267535.0,5434158337.087908
158,2022-01-31,Mais de 1 a 2 salários mínimos,Outros créditos,7115553827.59,15384351.0,7567086249.679211
157,2022-01-31,Mais de 1 a 2 salários mínimos,Habitacional,119241845440.62001,1675602.0,126808587340.23491
209,2022-02-28,Indisponível,Veículos,344013444.65,35930.0,363878490.83307076
208,2022-02-28,Indisponível,Rural e agroindustrial,1390159593.33,28852.0,1470434317.9165215
218,2022-02-28,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,60324377328.83,15482197.0,63807806712.88038
206,2022-02-28,Indisponível,Habitacional,106922066962.12,1508342.0,113096278555.37001
207,2022-02-28,Indisponível,Outros créditos,951761131.02,1722916.0,1006720549.3712211
210,2022-02-28,Mais de 10 a 20 salários mínimos,Cartão de crédito,963692400.5600001,12889465.0,1019340789.7178009
217,2022-02-28,Mais de 1 a 2 salários mínimos,Cartão de crédito,2514545867.21,99049998.0,2659748243.914775
212,2022-02-28,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,15589795988.74,1414364.0,16490028296.858229
213,2022-02-28,Mais de 10 a 20 salários mínimos,Habitacional,100845377233.56,502916.0,106668690558.22388
214,2022-02-28,Mais de 10 a 20 salários mínimos,Outros créditos,9526512925.9,2015917.0,10076621132.947437
215,2022-02-28,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,24610174072.78,680242.0,26031287846.47735
216,2022-02-28,Mais de 10 a 20 salários mínimos,Veículos,13518935395.26,559457.0,14299585919.677782
205,2022-02-28,Indisponível,Empréstimo sem consignação em folha,5695543176.32,3439174.0,6024432148.523925
211,2022-02-28,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,46936331983.21,1629047.0,49646669084.88644
204,2022-02-28,Indisponível,Empréstimo com consignação em folha,12307429611.07,4111200.0,13018121769.824263
197,2022-02-28,Até 1 salário mínimo,Empréstimo com consignação em folha,41704811607.59,13708902.0,44113054719.96
202,2022-02-28,Até 1 salário mínimo,Veículos,4325864820.55,492300.0,4575661756.624332
201,2022-02-28,Até 1 salário mínimo,Rural e agroindustrial,3467053350.64,185668.0,3667258243.793829
200,2022-02-28,Até 1 salário mínimo,Outros créditos,2116685344.1299999,7257125.0,2238913276.700924
199,2022-02-28,Até 1 salário mínimo,Habitacional,23365744860.03,428233.0,24714999105.65573
198,2022-02-28,Até 1 salário mínimo,Empréstimo sem consignação em folha,4564634974.92,7975882.0,4828219686.493993
196,2022-02-28,Até 1 salário mínimo,Cartão de crédito,1320489262.53,57702827.0,1396740875.925795
195,2022-02-28,Acima de 20 salários mínimos,Veículos,11519864214.51,311688.0,12185078432.741415
194,2022-02-28,Acima de 20 salários mínimos,Rural e agroindustrial,130709000600.47,1237241.0,138256787972.8882
193,2022-02-28,Acima de 20 salários mínimos,Outros créditos,22480259746.9,999032.0,23778381680.866676
192,2022-02-28,Acima de 20 salários mínimos,Habitacional,82425199830.45,235765.0,87184840555.96468
191,2022-02-28,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,25274396954.59,648132.0,26733866258.945267
190,2022-02-28,Acima de 20 salários mínimos,Empréstimo com consignação em folha,20463066213.079998,538656.0,21644705366.11846
189,2022-02-28,Acima de 20 salários mínimos,Cartão de crédito,491524792.89,5758134.0,519907877.51280665
203,2022-02-28,Indisponível,Cartão de crédito,74559488.27,10737160.0,78864923.71417741
219,2022-02-28,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,12334287282.14,14634997.0,13046530336.315567
251,2022-02-28,Sem rendimento,Veículos,227104205.73,19629.0,240218331.37060106
221,2022-02-28,Mais de 1 a 2 salários mínimos,Outros créditos,7084350475.61,15146684.0,7493436084.221117
250,2022-02-28,Sem rendimento,Rural e agroindustrial,308790540.8,11055.0,326621641.4423842
249,2022-02-28,Sem rendimento,Outros créditos,389202744.11,450232.0,411677245.0533835
248,2022-02-28,Sem rendimento,Habitacional,189970660.8,1195.0,200940510.98727953
247,2022-02-28,Sem rendimento,Empréstimo sem consignação em folha,144222580.26,232052.0,152550708.89003474
246,2022-02-28,Sem rendimento,Empréstimo com consignação em folha,1109062187.93,405944.0,1173104951.1584604
245,2022-02-28,Sem rendimento,Cartão de crédito,33878348.38,2700569.0,35834652.60485252
244,2022-02-28,Mais de 5 a 10 salários mínimos,Veículos,29760152261.62,1657173.0,31478651373.460743
243,2022-02-28,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,16738252086.01,626870.0,17704801957.48599
220,2022-02-28,Mais de 1 a 2 salários mínimos,Habitacional,118894740629.76,1673997.0,125760313909.71526
241,2022-02-28,Mais de 5 a 10 salários mínimos,Habitacional,124211866329.69,909481.0,131384476875.87119
240,2022-02-28,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,18007017491.53,3791247.0,19046832183.809082
239,2022-02-28,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,81447400308.48,4925644.0,86150578029.52843
238,2022-02-28,Mais de 5 a 10 salários mínimos,Cartão de crédito,2085833600.66,32742648.0,2206280000.2170525
237,2022-02-28,Mais de 3 a 5 salários mínimos,Veículos,33362182793.87,2659229.0,35288681052.22311
242,2022-02-28,Mais de 5 a 10 salários mínimos,Outros créditos,13730631081.62,5048113.0,14523505967.183252
235,2022-02-28,Mais de 3 a 5 salários mínimos,Outros créditos,9878001833.91,6876220.0,10448406757.551056
236,2022-02-28,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,7536616446.17,321930.0,7971818139.87002
223,2022-02-28,Mais de 1 a 2 salários mínimos,Veículos,19213131986.83,2376324.0,20322593724.955162
224,2022-02-28,Mais de 2 a 3 salários mínimos,Cartão de crédito,1814594034.64,49994567.0,1919377713.4823275
225,2022-02-28,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,48647298660.82,7804806.0,51456435482.673065
226,2022-02-28,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,9000436193.26,7168632.0,9520166114.946047
227,2022-02-28,Mais de 2 a 3 salários mínimos,Habitacional,87576961456.05,1025237.0,92634090504.21101
222,2022-02-28,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,5507739894.24,283289.0,5825784171.4767065
229,2022-02-28,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,4797485533.62,194810.0,5074516193.816831
230,2022-02-28,Mais de 2 a 3 salários mínimos,Veículos,21305693209.34,2436130.0,22535989833.346893
231,2022-02-28,Mais de 3 a 5 salários mínimos,Cartão de crédito,2241279485.08,46331990.0,2370702102.6337447
232,2022-02-28,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,75271036047.96,7512624.0,79617559797.52333
233,2022-02-28,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,13338218487.07,6111923.0,14108433518.971178
234,2022-02-28,Mais de 3 a 5 salários mínimos,Habitacional,98802882668.04001,988442.0,104508252204.44873
228,2022-02-28,Mais de 2 a 3 salários mínimos,Outros créditos,6849742335.889999,7221479.0,7245280504.41428
297,2022-03-31,Mais de 3 a 5 salários mínimos,Habitacional,99212112948.2,987109.0,103891742863.03745
296,2022-03-31,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,13652485124.81,6385034.0,14296444575.963825
295,2022-03-31,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,76345936878.89,7656583.0,79947016620.84935
294,2022-03-31,Mais de 3 a 5 salários mínimos,Cartão de crédito,2314983716.84,46776640.0,2424176704.7903953
293,2022-03-31,Mais de 2 a 3 salários mínimos,Veículos,20951644258.75,2401040.0,21939889930.823025
289,2022-03-31,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,9065340570.15,7436021.0,9492933911.926853
291,2022-03-31,Mais de 2 a 3 salários mínimos,Outros créditos,6844241558.46,7426795.0,7167070259.407692
290,2022-03-31,Mais de 2 a 3 salários mínimos,Habitacional,87965407989.35,1023731.0,92114554121.46362
288,2022-03-31,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,48952827296.049995,7920163.0,51261830785.87662
287,2022-03-31,Mais de 2 a 3 salários mínimos,Cartão de crédito,1851486329.61,50474146.0,1938817105.6361015
286,2022-03-31,Mais de 1 a 2 salários mínimos,Veículos,19391992461.26,2383851.0,20306672587.84288
292,2022-03-31,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,4617978692.33,188069.0,4835799184.128139
298,2022-03-31,Mais de 3 a 5 salários mínimos,Outros créditos,10019270630.65,7140274.0,10491858877.93914
313,2022-03-31,Sem rendimento,Rural e agroindustrial,290989744.23,10799.0,304715127.87061036
300,2022-03-31,Mais de 3 a 5 salários mínimos,Veículos,33033007457.04,2640463.0,34591106012.54322
301,2022-03-31,Mais de 5 a 10 salários mínimos,Cartão de crédito,2167455412.22,32392758.0,2269689795.549753
302,2022-03-31,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,82391056870.56999,4998604.0,86277272404.02908
303,2022-03-31,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,18566837326.17,3969681.0,19442596593.799244
304,2022-03-31,Mais de 5 a 10 salários mínimos,Habitacional,124749484953.14,908955.0,130633659821.5059
305,2022-03-31,Mais de 5 a 10 salários mínimos,Outros créditos,13965683142.35,5269695.0,14624415495.406572
306,2022-03-31,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,16609314232.75,621568.0,17392741189.78995
307,2022-03-31,Mais de 5 a 10 salários mínimos,Veículos,29982702513.38,1661095.0,31396924501.400173
308,2022-03-31,Sem rendimento,Cartão de crédito,28669420.17,1321805.0,30021697.34948739
309,2022-03-31,Sem rendimento,Empréstimo com consignação em folha,1115718780.49,404347.0,1168344924.884818
310,2022-03-31,Sem rendimento,Empréstimo sem consignação em folha,65362179.239999995,58719.0,68445177.87979482
311,2022-03-31,Sem rendimento,Habitacional,173436061.45999998,1100.0,181616681.3198306
312,2022-03-31,Sem rendimento,Outros créditos,256673516.21,376899.0,268780274.43850344
285,2022-03-31,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,5335065329.86,274835.0,5586709313.374998
299,2022-03-31,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,7435116886.68,313807.0,7785815953.248486
284,2022-03-31,Mais de 1 a 2 salários mínimos,Outros créditos,7511476534.55,15912150.0,7865777327.579502
268,2022-03-31,Indisponível,Empréstimo sem consignação em folha,3108412853.57,4220415.0,3255030250.8310204
281,2022-03-31,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,60883113346.6,15709400.0,63754843723.65531
252,2022-03-31,Acima de 20 salários mínimos,Cartão de crédito,535499200.85,5753152.0,560757589.218138
253,2022-03-31,Acima de 20 salários mínimos,Empréstimo com consignação em folha,20422431206.36,541832.0,21385714994.670105
254,2022-03-31,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,28018769833.13,697389.0,29340357183.623367
255,2022-03-31,Acima de 20 salários mínimos,Habitacional,83595356733.53,237126.0,87538376597.60631
256,2022-03-31,Acima de 20 salários mínimos,Outros créditos,22686886931.95,1039625.0,23756980407.498886
257,2022-03-31,Acima de 20 salários mínimos,Rural e agroindustrial,133936600108.48,1256434.0,140254112173.62985
258,2022-03-31,Acima de 20 salários mínimos,Veículos,11639726436.47,312307.0,12188748228.40652
259,2022-03-31,Até 1 salário mínimo,Cartão de crédito,1350660116.8,57847148.0,1414367957.501419
260,2022-03-31,Até 1 salário mínimo,Empréstimo com consignação em folha,42344058410.82,13926800.0,44341339958.06773
261,2022-03-31,Até 1 salário mínimo,Empréstimo sem consignação em folha,4844943914.5199995,8624434.0,5073469885.838997
262,2022-03-31,Até 1 salário mínimo,Habitacional,23701164481.08,430708.0,24819099328.209545
263,2022-03-31,Até 1 salário mínimo,Outros créditos,2248829648.45,7542362.0,2354902285.9892745
264,2022-03-31,Até 1 salário mínimo,Rural e agroindustrial,3352135352.41,181073.0,3510248635.2297325
282,2022-03-31,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,12714011938.710001,15458986.0,13313705553.108194
265,2022-03-31,Até 1 salário mínimo,Veículos,4382114760.14,496218.0,4588810038.694431
267,2022-03-31,Indisponível,Empréstimo com consignação em folha,12487136082.74,4095955.0,13076128432.836868
269,2022-03-31,Indisponível,Habitacional,109056940831.92,1525637.0,114200930890.91783
270,2022-03-31,Indisponível,Outros créditos,1060940397.88,1854330.0,1110982759.4046557
271,2022-03-31,Indisponível,Rural e agroindustrial,1619927568.38,28826.0,1696336197.1612349
272,2022-03-31,Indisponível,Veículos,344285054.40999997,35007.0,360524267.4654629
273,2022-03-31,Mais de 10 a 20 salários mínimos,Cartão de crédito,1029157681.5,12836865.0,1077700918.1100972
274,2022-03-31,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,47415874106.73,1656027.0,49652382697.408554
275,2022-03-31,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,16295586202.74,1474196.0,17064215258.28657
276,2022-03-31,Mais de 10 a 20 salários mínimos,Habitacional,101772315035.75,504768.0,106572704381.27495
277,2022-03-31,Mais de 10 a 20 salários mínimos,Outros créditos,9672732611.73,2107150.0,10128975378.293282
278,2022-03-31,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,24411945469.68,674781.0,25563406384.124397
279,2022-03-31,Mais de 10 a 20 salários mínimos,Veículos,13632887009.42,560929.0,14275922058.055542
280,2022-03-31,Mais de 1 a 2 salários mínimos,Cartão de crédito,2592337506.11,100197780.0,2714612697.943495
266,2022-03-31,Indisponível,Cartão de crédito,69653585.75,12345367.0,72939001.1480329
314,2022-03-31,Sem rendimento,Veículos,203817389.19,17835.0,213431033.36382762
283,2022-03-31,Mais de 1 a 2 salários mínimos,Habitacional,119749748156.28,1676926.0,125398095793.61903
628,2022-04-30,Sem rendimento,Rural e agroindustrial,279587288.21,10672.0,288107358.15405864
600,2022-04-30,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,5623247890.07,272333.0,5794609276.501099
601,2022-04-30,Mais de 1 a 2 salários mínimos,Veículos,19240123063.19,2356876.0,19826441544.54938
602,2022-04-30,Mais de 2 a 3 salários mínimos,Cartão de crédito,1883518303.73,51170427.0,1940916148.2151213
603,2022-04-30,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,49700126922.62,8180939.0,51214675600.13806
604,2022-04-30,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,9068920427.09,7604286.0,9345284337.804972
605,2022-04-30,Mais de 2 a 3 salários mínimos,Habitacional,88307957389.56999,1023422.0,90999031001.65411
606,2022-04-30,Mais de 2 a 3 salários mínimos,Outros créditos,6934498994.75,7484550.0,7145819104.618147
607,2022-04-30,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,4912075619.37,187903.0,5061764927.905741
608,2022-04-30,Mais de 2 a 3 salários mínimos,Veículos,20720304829.89,2370060.0,21351729983.52674
609,2022-04-30,Mais de 3 a 5 salários mínimos,Cartão de crédito,2379362112.52,47569624.0,2451870171.633499
610,2022-04-30,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,76851205563.25,7862960.0,79193149114.6761
611,2022-04-30,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,13650327359.42,6585784.0,14066303867.530058
612,2022-04-30,Mais de 3 a 5 salários mínimos,Habitacional,99557224084.21,986370.0,102591104909.28055
599,2022-04-30,Mais de 1 a 2 salários mínimos,Outros créditos,7624800181.62,16196030.0,7857156349.430029
613,2022-04-30,Mais de 3 a 5 salários mínimos,Outros créditos,10151910387.44,7212432.0,10461277051.14124
